IDD,CODE,ID,MH,NAME
10000015033,1,0000015033,1,ADVANTA NB                    
10000022559,1,0000022559,1,FIRST UNION HOME EQUITY BK NA 
10000022908,1,0000022908,1,KEY BK USA NA                 
122-2293022,1,22-2293022,1,THE MONEY STORE               
122-2630964,1,22-2630964,1,CHAMPION MORTGAGE CO.         
136-3706101,1,36-3706101,1,"TCF CONSUMER FIN'L SVES,INC.  "
138-1620418,1,38-1620418,1,FIRST NATIONAL ACCEPTANCE CO. 
141-1775115,1,41-1775115,1,TCF REAL ESTATE FINANCIAL SVCS
152-2113031,1,52-2113031,1,HOMEOWNERS LOAN CORP          
156-1796719,1,56-1796719,1,NATIONSCREDIT FINANCIAL SVES  
159-2645397,1,59-2645397,1,ALTEGRA CREDIT COMPANY        
20000612618,2,0000612618,1,PROVIDENT BK                  
20000765578,2,0000765578,1,BANC ONE FINANCIAL SERVICES   
20000860473,2,0000860473,1,CITIFINANCIAL INC - OHIO      
20000902270,2,0000902270,1,CITIFINANCIAL SERVICES INC-PA 
20001035698,2,0001035698,1,"CIT GROUP/CONSUMER FINANCE,INC"
20001224906,2,0001224906,1,PROVIDENT BK OF FL            
20001942602,2,0001942602,1,"EQUITY ONE, INC               "
20001999138,2,0001999138,1,"CIT GROUP/CONSUMER FINANCE,INC"
20002032612,2,0002032612,1,SECURITY MUTUAL FNCL SVC      
20002041119,2,0002041119,1,MBNA CONSUMER SVC             
20002418980,2,0002418980,1,COMMUNITY CR CO AMER          
20002534303,2,0002534303,1,MID AM FNCL SVC               
20002601018,2,0002601018,1,FIRST FRANKLIN FNCL CO        
20002617242,2,0002617242,1,WEST GA CREDIT SVC            
20002661423,2,0002661423,1,AMER MTG SOURCE               
20002721701,2,0002721701,1,"CIT GROUP/CONSUMER FINANCE,INC"
20002750242,2,0002750242,1,CITIFINANCIAL SERVICES INC -MN
20002750532,2,0002750532,1,CITIFINANCIAL INC - WV        
20002751744,2,0002751744,1,CITIFINANCIAL SERVICES INC UT 
20002751762,2,0002751762,1,CITIFINANCIAL INC - TENN.     
20002751801,2,0002751801,1,CITIFINANCIAL SERVICES INC-OH 
20002751810,2,0002751810,1,CITIFINANCIAL SERVICES INC-DEL
20002751847,2,0002751847,1,CITIFINANCIAL SERVICES INC-MO 
20002751913,2,0002751913,1,CITIFINANCIAL OF VIRGINIA     
20002751922,2,0002751922,1,CITIFINANCIAL SERVICES INC-GA 
20002751968,2,0002751968,1,CITIFINANCIAL INC-SC          
20002751986,2,0002751986,1,CITIFINANCIAL INC - MD        
20002751995,2,0002751995,1,CITIFINANCIAL EQUITY SER. - OK
20002752013,2,0002752013,1,CITIFINANCIAL SERVICES INC-KY 
20002752022,2,0002752022,1,CITIFINANCIAL INC-IOWA        
20002752031,2,0002752031,1,CITIFINANCIAL INC OF MISS.    
20002752040,2,0002752040,1,CITIFINANCIAL CORP. DELAWARE  
20002752077,2,0002752077,1,CITIFINANCIAL SERVICES INC-CA 
20002752321,2,0002752321,1,CITIFINANCIAL COMPANY         
20002752684,2,0002752684,1,CITIFINANCIAL CORP. COLORADO  
20002817118,2,0002817118,1,CITIFINANCIAL INC -TEXAS CORP 
20002861287,2,0002861287,1,"CITIFINANCIAL MORTGAGE, DELAWA"
20002861595,2,0002861595,1,CITIFINANCIAL SERVICES INC-MA 
30000025653,3,0000025653,1,FREMONT INV & LOAN            
30000025870,3,0000025870,1,FINANCE & THRIFT CO           
30000026363,3,0000026363,1,COMMUNITY CMRC BK             
30000033535,3,0000033535,1,ADVANTA BK CORP               
325-1238830,3,25-1238830,1,"PV FINANCIAL SERVICE, INC     "
358-2043633,3,58-2043633,1,"SFI FINANCIAL SRVS, INC. (GA) "
358-2374513,3,58-2374513,1,BEST FINANCIAL SRVS. (ALABAMA)
362-1376832,3,62-1376832,1,SOUTHERN FINANCIAL INC        
362-1460952,3,62-1460952,1,SOUTHERN FIN MORTGAGE INC.    
362-1688241,3,62-1688241,1,FB FINANCIAL SERVICES         
363-1121281,3,63-1121281,1,ACCEPTANCE LOAN CO.           
364-0838616,3,64-0838616,1,HANCOCK MORTGAGE CORP         
40000004592,4,0000004592,1,OCWEN FEDERAL BANK FSB        
40000006194,4,0000006194,1,"HOUSEHOLD BANK, FSB           "
40000007645,4,0000007645,1,WESTERN FINANCIAL BANK        
40000007946,4,0000007946,1,LIFE BANK                     
40000008051,4,0000008051,1,"BAY FINANCIAL SAVINGS BANK, F."
40000008566,4,0000008566,1,SUPERIOR BANK FSB             
40000008569,4,0000008569,1,APPROVED FEDERAL SAVINGS BANK 
40000011968,4,0000011968,1,"PAN AMERICAN BANK, FSB        "
40000014470,4,0000014470,1,"TRAVELERS BANK & TRUST, FSB   "
40341225701,4,0341225701,1,CHARTER ONE CREDIT CORP       
40582257419,4,0582257419,1,NEWSOUTH FINANCIAL SERVICES   
40650702871,4,0650702871,1,"OCWEN FINANCIAL SERVICES, INC."
40760539855,4,0760539855,1,HS MORTGAGE ACCEPTANCE        
70232433020,7,0232433020,1,"MOREQUITY, INC. (DE)          "
70232646780,7,0232646780,1,AMERICAN BUSINESS FINANCIAL   
70330756645,7,0330756645,1,GREATER MORTGAGE ACCEPTANCE CO
70351925329,7,0351925329,1,"MOREQUITY, INC. (CA)          "
70383170942,7,0383170942,1,"PROFESSIONAL LOAN BROKERS, INC"
70458600405,7,0458600405,1,WMC MORTGAGE CORP.            
705-0416938,7,05-0416938,1,SECURITY FUNDING CORP.        
70510312284,7,0510312284,1,"MOREQUITY, INC. (NV)          "
70561720433,7,0561720433,1,"THE MONEY CENTRE, INC.        "
706-1104540,7,06-1104540,1,ASSOCIATES HOME EQUITY SERVICE
70861409991,7,0861409991,1,METROPOLITAN MORTGAGE COMPANY 
71003800004,7,1003800004,1,LONG BEACH MORTGAGE COMPANY   
71006200008,7,1006200008,1,AMRESCO RESIDENTIAL MORTGAGE C
71014100002,7,1014100002,1,"FULL SPECTRUM LENDING, INC.   "
71025900004,7,1025900004,1,"LENDERS M.D., INC             "
71053700004,7,1053700004,1,AMERICAN MONEY CENTERS INC.   
71061700007,7,1061700007,1,TOWN & COUNTRY CREDIT CORP    
71075700003,7,1075700003,1,AURORA LOANS SERVICES INC.    
71077300002,7,1077300002,1,CAPSTONE MORTGAGE CORPORATION 
71085800002,7,1085800002,1,SPECIALTY MORTGAGE CORPORATION
71097600001,7,1097600001,1,"MORTGAGE AMERICA (IMC), INC.  "
711-2815564,7,11-2815564,1,EHOMECREDIT CORP.             
71113300001,7,1113300001,1,"UNION FUNDING USA, INC.       "
71118100001,7,1118100001,1,MORTGAGE LENDERS NETWORK USA  
71125400003,7,1125400003,1,EQUIFIRST CORPORATION         
