IDD,CODE,ID,MH,NAME
10000022908,1,0000022908,1,KEY BK USA NA                 
10000023160,1,0000023160,1,CHASE MANHATTAN BK USA NA     
10000024095,1,0000024095,1,MBNA AMERICA DE NA            
106-1034218,1,06-1034218,1,ASSOCIATES INTL HOLDING CORP  
134-1225701,1,34-1225701,1,CHARTER ONE CREDIT CORP       
136-4114231,1,36-4114231,1,FIRST FRANKLIN FNCL CO        
138-1620418,1,38-1620418,1,FIRST NATIONAL ACCEPTANCE CO. 
138-3360279,1,38-3360279,1,FIRST NATL ACCEPTANCE CO OF NA
152-2113031,1,52-2113031,1,HOMEOWNERS LOAN CORP          
159-2645397,1,59-2645397,1,ALTEGRA CREDIT COMPANY        
166-0593696,1,66-0593696,1,CMFC INC                      
20000612618,2,0000612618,1,PROVIDENT BK                  
20000860473,2,0000860473,1,CITIFINANCIAL INC (OHIO)      
20000902270,2,0000902270,1,CITIFINANCIAL SERVICES INC-PA 
20001035698,2,0001035698,1,CIT GROUP/CONSUMER FNC NY     
20001426027,2,0001426027,1,"WELLS FARGO FNCL AZ, INC.     "
20001844331,2,0001844331,1,"WELLS FARGO FNCL NE, INC.     "
20001844827,2,0001844827,1,"WELLS FARGO FNCL OK, INC.     "
20001844920,2,0001844920,1,"WELLS FARGO FNCL MN, INC.     "
20001844966,2,0001844966,1,WELLS FARGO FNCL KS. INC.     
20001845011,2,0001845011,1,"WELLS FARGO FNCL SD, INC.     "
20001845039,2,0001845039,1,"WELLS FARGO FNCL GA, INC.     "
20001942602,2,0001942602,1,"EQUITY ONE, INC               "
20001999138,2,0001999138,1,CIT GROUP/SALES FINANCE       
20002039488,2,0002039488,1,WELLS FARGO FNCL AMER         
20002040961,2,0002040961,1,WELLS FARGO FNCL NV 2         
20002134936,2,0002134936,1,WELLS FARGO FNCL SYS FL       
20002418980,2,0002418980,1,WELLS FARGO FNCL ACCEPT AMER  
20002618744,2,0002618744,1,WELLS FARGO FNCL ACCEPT SYS FL
20002721701,2,0002721701,1,CIT GROUP/CONSUMER FNC TN     
20002750242,2,0002750242,1,CITIFINANCIAL SERVICES INC (MN
20002751744,2,0002751744,1,CITIFINANCIAL SERVICES INC-UT 
20002751762,2,0002751762,1,CITIFINANCIAL INC-TN          
20002751801,2,0002751801,1,CITIFINANCIAL SERVICES INC-OH 
20002751810,2,0002751810,1,CITIFINANCIAL SERVICES INC-DE 
20002751847,2,0002751847,1,CITIFINANCIAL SERVICES INC-MO 
20002751913,2,0002751913,1,CITIFINANCIAL OF VIRGINIA     
20002751922,2,0002751922,1,CITIFINANCIAL SERVICES INC-GA 
20002751986,2,0002751986,1,CITIFINANCIAL INC-MD          
20002751995,2,0002751995,1,CITIFINANCIAL SERVICES INC-OK 
20002752013,2,0002752013,1,CITIFINANCIAL SVC KY          
20002752022,2,0002752022,1,CITIFINANCIAL INC - IOWA      
20002752077,2,0002752077,1,CITIFINANCIAL SERVICES INC-CA 
20002752321,2,0002752321,1,CITIFINANCIAL COMPANY         
20002752527,2,0002752527,1,EQUIFIRST CORP                
20002752545,2,0002752545,1,EQUIFIRST MTG CORP            
20002752684,2,0002752684,1,CITIFINANCIAL CORP-CO         
20002817118,2,0002817118,1,CITIFINANCIAL INC-TX CORP     
20002861595,2,0002861595,1,CITIFINANCIAL SERVICES INC-MA 
20002939748,2,0002939748,1,EQUIFIRST MTG CORP OF MINNESOT
20002977151,2,0002977151,1,CITIFINANCIAL MORTGAGE        
20003032664,2,0003032664,1,FULL SPECTRUM LENDING         
20003106181,2,0003106181,1,CITIFINANCIAL CORP LLC-AL     
30000025653,3,0000025653,1,FREMONT INV & LOAN            
30000025870,3,0000025870,1,FINANCE & THRIFT CO           
30000026363,3,0000026363,1,COMMUNITY CMRC BK             
358-2257419,3,58-2257419,1,LENDMARK FINANCIAL SERVICES   
363-1131381,3,63-1131381,1,ACCEPTANCE LOAN CO.           
40000006194,4,0000006194,1,HOUSEHOLD BK FSB              
40000007645,4,0000007645,1,WESTERN FNCL BK               
40000007946,4,0000007946,1,LIFE BK                       
40000008051,4,0000008051,1,BAY FNCL SVG BK FSB           
40000008308,4,0000008308,1,FEDERAL MEDICAL BK FSB        
40000008569,4,0000008569,1,APPROVED FSB                  
40000014470,4,0000014470,1,"CITICORP TRUST BANK, FSB      "
40000014939,4,0000014939,1,AIG FSB
40510356097,4,0510356097,1,WILMINGTON NATIONAL FINANCE   
40760539855,4,0760539855,1,HS MORTGAGE ACCEPTANCE        
70232646780,7,0232646780,1,AMERICAN BUSINESS FINANCIAL   
70330756645,7,0330756645,1,GREATER ACCEPTANCE MORTGAGE CO
70458600405,7,0458600405,1,WMC MORTGAGE CORP.            
705-0402708,7,05-0402708,1,"ADVANCED FINANCIAL SERVICES, I"
70912041536,7,0912041536,1,INFINITY FINANCIAL NETWORK    
71003800004,7,1003800004,1,LONG BEACH MORTGAGE CO        
71061700007,7,1061700007,1,TOWN & COUNTRY CREDIT CORP.   
71075700003,7,1075700003,1,AURORA LOAN SERVICES INC      
71085800002,7,1085800002,1,SPECIALTY MORTGAGE CORPORATION
71118100001,7,1118100001,1,MORTGAGE LENDERS NETWORK USA  
71126000006,7,1126000006,1,SEBRING CAPITAL CORPORATION   
711-2815564,7,11-2815564,1,EHOMECREDIT CORP.             
71195900005,7,1195900005,1,LOAN FUNDING CORP. OF AMERICA 
71206600009,7,1206600009,1,ALLIED MORTGAGE & FINANCIAL CO
71207500004,7,1207500004,1,COURTESY MORTGAGE COMPANY     
71248200000,7,1248200000,1,"AMERUS HOME LENDING, INC.     "
71250200008,7,1250200008,1,"MONEYONE, INC.                "
71254000001,7,1254000001,1,WASHINGTON MORTGAGE COMPANY   
71259600009,7,1259600009,1,"SOUTH STAR FUNDING, LLC       "
71265700002,7,1265700002,1,DECISION ONE MORTGAGE         
71287100006,7,1287100006,1,FIRST CITY FUNDING            
71289800005,7,1289800005,1,"MORTGAGE EXPRESS, INC.        "
71291700001,7,1291700001,1,HEARTHSIDE LENDING CORP.      
71345300006,7,1345300006,1,THE MORTGAGE OUTLET           
71345700002,7,1345700002,1,BRIDGE CAPITAL                
71349000009,7,1349000009,1,"STEWARD FINANCIAL, INC        "
71390800005,7,1390800005,1,"THE MORTGAGE OUTLET, INC.     "
71394900006,7,1394900006,1,SECURED FUNDING CORPORATION   
71463300003,7,1463300003,1,"MOORE FINANCIAL ENTERPRISES, I"
71474600000,7,1474600000,1,HOMESTAR MORTGAGE SERVICES    
