IDD,CODE,ID,MH,NAME
10000015033,1,0000015033,1,ADVANTA NB                    
10000022559,1,0000022559,1,FIRST UNION NB OF DE          
10000022908,1,0000022908,1,KEY BK USA NA                 
10000023160,1,0000023160,1,CHASE MANHATTAN BK USA NA     
10000024095,1,0000024095,1,MBNA AMERICA DE NA            
106-1034218,1,06-1034218,1,ASSOCIATES INTL HOLDING CORP  
136-4114231,1,36-4114231,1,FIRST FRANKLIN FNCL CO        
138-1620418,1,38-1620418,1,FIRST NATIONAL ACCEPTANCE CO. 
138-3360279,1,38-3360279,1,FIRST NATL ACCEPTANCE CO OF NA
152-2113031,1,52-2113031,1,HOMEOWNERS LOAN CORP          
156-1796719,1,56-1796719,1,NATIONSCREDIT FINANCIAL SVES  
159-2645397,1,59-2645397,1,ALTEGRA CREDIT COMPANY        
20000612618,2,0000612618,1,PROVIDENT BK                  
20000860473,2,0000860473,1,CITIFINANCIAL INC - OHIO      
20000902270,2,0000902270,1,CITIFINANCIAL SERVICES INC-PA 
20001035698,2,0001035698,1,CIT GROUP/CONSUMER FNC NY     
20001942602,2,0001942602,1,"EQUITY ONE, INC               "
20001999138,2,0001999138,1,CIT GROUP/SALES FINANCE       
20002039488,2,0002039488,1,WELLS FARGO FNCL AMER         
20002040961,2,0002040961,1,WELLS FARGO FNCL NV 2         
20002134936,2,0002134936,1,WELLS FARGO FNCL SYS FL       
20002418980,2,0002418980,1,WELLS FARGO FNCL ACCEPT AMER  
20002618744,2,0002618744,1,WELLS FARGO FNCL ACCEPT SYS FL
20002721701,2,0002721701,1,CIT GROUP/CONSUMER FNC TN     
20002750242,2,0002750242,1,CITIFINANCIAL SERVICES INC (MN
20002750532,2,0002750532,1,CITIFINANCIAL INC-WV          
20002751744,2,0002751744,1,CITIFINANCIAL SERVICES INC UT 
20002751762,2,0002751762,1,CITIFINANCIAL INC - TENN      
20002751801,2,0002751801,1,CITIFINANCIAL SERVICES INC-OH 
20002751810,2,0002751810,1,CITIFINANCIAL SERVICES INC-DEL
20002751847,2,0002751847,1,CITIFINANCIAL SERVICES INC-MO 
20002751913,2,0002751913,1,CITIFINANCIAL OF VIRGINIA     
20002751922,2,0002751922,1,CITIFINANCIAL SERVICES INC-GA 
20002751968,2,0002751968,1,CITIFINANCIAL INC - SC        
20002751986,2,0002751986,1,CITIFINANCIAL INC-MD          
20002751995,2,0002751995,1,CITIFINANCIAL EQUITY SER - OK 
20002752013,2,0002752013,1,CITIFINANCIAL SVC KY          
