IDD,CODE,ID,MH,NAME
772-0506617,7,72-0506617,1,"UNITED-BILT HOMES, INC.       "
71403800009,7,1403800009,1,"INTEGRUS MORTGAGE, LLC        "
20001844818,2,0001844818,1,WELLS FARGO FIN'L TENNESSEE   
20001844827,2,0001844827,1,"WELLS FARGO FIN'L OKLAHOMA,INC"
40000008183,4,0000008183,1,"Eastern Savings Bank, FSB     "
152-2113031,1,52-2113031,1,HOMEOWNERS LOAN CORPORATION   
77884800009,7,7884800009,1,AMERICAN LENDING NETWORK      
20001843606,2,0001843606,1,"WELLS FARGO FIN'L TEXAS, INC  "
20001844845,2,0001844845,1,WELLS FARGO FIN'L NORTH DAKOTA
20001844966,2,0001844966,1,"WELLS FARGO FIN'L KANSAS, INC "
20001847305,2,0001847305,1,"WELLS FARGO FIN'L ALABAMA, INC"
20001847163,2,0001847163,1,WELLS FARGO FIN'L SO CAROLINA 
20002040989,2,0002040989,1,WELLS FARGO FIN'L NEW MEXICO  
20003144576,2,0003144576,1,WELLS FARGO FIN'L MISSISSIPPI 
20002040381,2,0002040381,1,"WELLS FARGO FIN'L IOWA 3, INC "
20002041007,2,0002041007,1,WELLS FARGO FIN'L NO CAROLINA 
71085800002,7,1085800002,1,SPECIALTY MORTGAGE CORPORATION
20002817118,2,0002817118,1,CITIFINANCIAL INC             
20001844265,2,0001844265,1,"WELLS FARGO FIN'L WYOMING, INC"
20001844331,2,0001844331,1,"WELLS FARGO FIN'L NEBRASKA,INC"
20001844975,2,0001844975,1,"WELLS FARGO FIN'L INDIANA, INC"
723-2425397,7,23-2425397,1,AMERICAN GENERAL FIN.SERV.(DE)
20001847323,2,0001847323,1,"WELLS FARGO FIN'L IDAHO, INC  "
20003106181,2,0003106181,1,"CITIFINANCIAL CORPORATION, LLC"
20001844359,2,0001844359,1,WELLS FARGO FINL WISCONSIN INC
20003236677,2,0003236677,1,WASHINGTION MUTUAL FINANCE COR
20001844957,2,0001844957,1,WELLS FARGO FIN'L KENTUCKY INC
20001844984,2,0001844984,1,WELLS FARGO FIN'L MISSOURI INC
20001426027,2,0001426027,1,"WELLS FARGO FIN'L ARIZONA, INC"
20001844340,2,0001844340,1,WELLS FARGO FINL WEST VIRGINIA
20001845011,2,0001845011,1,WELLS FARGO FIN'L SOUTH DAKOTA
775-2958981,7,75-2958981,1,KELLNER MORTGAGE INVESTMENTS  
20002750532,2,0002750532,1,CITIFINANCIAL INC             
10000014740,1,0000014740,1,FIRST NATIONAL BANK OF AMERICA
77062300004,7,7062300004,1,BUDGET FINANCE COMPANY        
20001845039,2,0001845039,1,"WELLS FARGO FIN'L GEORGIA, INC"
20001844948,2,0001844948,1,WELLS FARGO FIN'L LOUISIANA   
20002040402,2,0002040402,1,"WELLS FARGO FIN'L MAINE, INC  "
20002751762,2,0002751762,1,CITIFINANCIAL INC             
20002752022,2,0002752022,1,"CITIFINANCIAL,  INC           "
20001845002,2,0001845002,1,"WELLS FARGO FIN'L ALASKA, INC "
20002751922,2,0002751922,1,"CITIFINANCIAL SERVICES, INC   "
71206600009,7,1206600009,1,ALLIED MORTGAGE & FINANCIAL CO
20001845020,2,0001845020,1,WELLS FARGO FIN'L ILLINOIS INC
741-1810165,7,41-1810165,1,"LENDSOURCE, INC.              "
20002751968,2,0002751968,1,"CITIFINANCIAL , INC           "
72130700003,7,2130700003,1,SPECTRUM FUNDING CORPORATION  
20002134936,2,0002134936,1,WELLS FARGO FIN'L SYS FLORIDA 
