IDD,CODE,ID,MH,NAME
10000022908,1,0000022908,1,KEY BK USA NA
10000024095,1,0000024095,1,MBNA AMERICA DE NA
106-1034218,1,06-1034218,1,ASSOCIATES INTL HOLDING CORP
123-3004704,1,23-3004704,2,PENN 1ST FINANCIAL
136-4114231,1,36-4114231,1,FIRST FRANKLIN FNCL CO
138-1620418,1,38-1620418,1,FIRST NATIONAL ACCEPTANCE CO.
138-3360279,1,38-3360279,1,FIRST NATL ACCEPTANCE CO OF NA
152-2113031,1,52-2113031,1,HOMEOWNERS LOAN CORP
159-2645397,1,59-2645397,1,ALTEGRA CREDIT COMPANY
166-0593696,1,66-0593696,1,CMFC INC
20000523965,2,0000523965,1,CITIFINANCIAL - HI
20000612618,2,0000612618,1,PROVIDENT BK
20000860473,2,0000860473,1,CITIFINANCIAL INC (OHIO)
20000902270,2,0000902270,1,CITIFINANCIAL SERVICES INC-PA
20001035401,2,0001035401,2,CIT GROUP/SALES FINANCING
20001035698,2,0001035698,1,CIT GROUP/CONSUMER FNC NY
20001426027,2,0001426027,1,WELLS FARGO FNCL AZ
20001843606,2,0001843606,1,WELLS FARGO FNCL TX
20001844331,2,0001844331,1,WELLS FARGO FNCL NE
20001844340,2,0001844340,1,WELLS FARGO FNCL WV
20001844359,2,0001844359,1,WELLS FARGO FNCL WI
20001844818,2,0001844818,1,WELLS FARGO FNCL TN
20001844827,2,0001844827,1,WELLS FARGO FNCL OK
20001844836,2,0001844836,1,WELLS FARGO FNCL MT
20001844920,2,0001844920,1,WELLS FARGO FNCL MN
20001844957,2,0001844957,1,WELLS FARGO FNCL KY
20001844966,2,0001844966,1,WELLS FARGO FNCL KS
20001844975,2,0001844975,1,WELLS FARGO FNCL IN
20001844984,2,0001844984,1,WELLS FARGO FNCL MO
20001845002,2,0001845002,1,WELLS FARGO FNCL AK
20001845011,2,0001845011,1,WELLS FARGO FNCL SD
20001845020,2,0001845020,1,WELLS FARGO FNCL IL
20001845039,2,0001845039,1,WELLS FARGO FNCL GA
20001847163,2,0001847163,1,WELLS FARGO FNCL SC
20001847172,2,0001847172,1,WELLS FARGO FNCL RI
20001847275,2,0001847275,1,WELLS FARGO FNCL CA
20001847305,2,0001847305,1,WELLS FARGO FNCL AL
20001847323,2,0001847323,1,WELLS FARGO FNCL ID
20001847369,2,0001847369,1,WELLS FARGO FNCL OR
20001868177,2,0001868177,1,WELLS FARGO FNCL CR SVC NY
20001942602,2,0001942602,1,"EQUITY ONE, INC"
20001999138,2,0001999138,1,CIT GROUP/CONSUMER FINANCE INC
20002039488,2,0002039488,1,WELLS FARGO FNCL AMER
20002040381,2,0002040381,1,WELLS FARGO FNCL IA 3
20002040402,2,0002040402,1,WELLS FARGO FNCL ME
20002040961,2,0002040961,1,WELLS FARGO FNCL NV 2
20002041007,2,0002041007,1,WELLS FARGO FNCL NC 1
20002041418,2,0002041418,1,WELLS FARGO FNCL MA
20002134936,2,0002134936,1,WELLS FARGO FNCL SYS FL
20002721701,2,0002721701,1,CIT GROUP/CONSUMER FNC TN
20002750242,2,0002750242,1,CITIFINANCIAL SERVICES - MN
20002750532,2,0002750532,1,CITIFINANCIAL INC-MD
20002751762,2,0002751762,1,CITIFINANCIAL INC-TN
20002751801,2,0002751801,1,CITIFINANCIAL SERVICES INC-OH
20002751810,2,0002751810,1,CITIFINANCIAL SERVICES INC-DE
20002751847,2,0002751847,1,CITIFINANCIAL SERVICES INC-MO
20002751913,2,0002751913,1,CITIFINANCIAL OF VIRGINIA
20002751922,2,0002751922,1,CITIFINANCIAL SERVICES INC-GA
20002751968,2,0002751968,1,CITIFINANCIAL INC (SC)
20002751986,2,0002751986,1,CITIFINANCIAL INC-MD
20002751995,2,0002751995,1,CITIFINANCIAL SERVICES INC-OK
20002752013,2,0002752013,1,CITIFINANCIAL SVC KY
20002752022,2,0002752022,1,CITIFINANCIAL INC - IOWA
20002752077,2,0002752077,1,CITIFINANCIAL SERVICES CA
20002752321,2,0002752321,1,CITIFINANCIAL COMPANY
20002752527,2,0002752527,1,EQUIFIRST CORP
20002752684,2,0002752684,1,CITIFINANCIAL CORP CO
20002817118,2,0002817118,1,CITIFINANCIAL INC-TX CORP
20002861595,2,0002861595,1,CITIFINANCIAL SERVICES INC MA
20002977151,2,0002977151,1,CITIFINANCIAL MORTGAGE
20002977384,2,0002977384,2,ASSOCIATE HOUSING FINANCE LLC
20003032664,2,0003032664,1,FULL SPECTRUM LENDING
20003106181,2,0003106181,1,CITIFINANCIAL CORP LLC
20003144576,2,0003144576,1,WELLS FARGO FNCL MISSISSIPPI 2
30000025653,3,0000025653,1,FREMONT INV & LOAN
30000025726,3,0000025726,2,MURPHY BK
30000025870,3,0000025870,1,FINANCE & THRIFT CO
30000026363,3,0000026363,1,COMMUNITY CMRC BK
30000026799,3,0000026799,1,EVABANK                       
333-0862379,3,33-0862379,2,GREENPOINT CREDIT LLC
333-0875033,3,33-0875033,2,GREENPOINT CREDIT OF MS LLC
358-2257419,3,58-2257419,1,LENDMARK FINANCIAL SERVICES
358-2598615,3,58-2598615,1,LENDMARK MORTGAGE AND FINANCE
363-1131381,3,63-1131381,1,ACCEPTANCE LOAN CO.
40000002630,4,0000002630,1,M&I BANK FSB                  
40000006194,4,0000006194,1,HOUSEHOLD BK FSB
40000007645,4,0000007645,1,WESTERN FNCL BK
40000007705,4,0000007705,2,NORTHEAST BK FSB
40000008051,4,0000008051,1,BAY FNCL SVG BK FSB
40000008266,4,0000008266,1,UNITED MIDWEST SAVINGS BANK   
40000008308,4,0000008308,1,FEDERAL MEDICAL BK FSB
40000008569,4,0000008569,1,APPROVED FSB
40000012504,4,0000012504,1,HOME L&IB FSB
40000014470,4,0000014470,1,CITICORP TR BK FSB
40000014939,4,0000014939,1,AIG FSB
40042590778,4,0042590778,2,FORWARD FINANCIAL
40760539855,4,0760539855,1,HS MORTGAGE ACCEPTANCE
70041198897,7,0041198897,1,"MARIBELLA MORTGAGE, LLC"
702-0560839,7,02-0560839,1,FIRST CONTINENTAL MORTGAGE AND
70232646780,7,0232646780,1,AMERICAN BUSINESS FINANCIAL
70330756645,7,0330756645,1,GREATER ACCEPTANCE MORTGAGE CO
70351887380,7,0351887380,1,HOMELAND MORTGAGE INC.
70458600405,7,0458600405,1,WMC MORTGAGE CORP.
705-0402708,7,05-0402708,1,"ADVANCED FINANCIAL SERVICES, I"
705-0560686,7,05-0560686,1,SUNSET DIRECT LENDING
70510312284,7,0510312284,1,"MOREQUITY, INC. (NV)"
70542046140,7,0542046140,1,"CALUSA INVESTMENTS, L.L.C."
71003800004,7,1003800004,1,LONG BEACH MORTGAGE CO.
71059700002,7,1059700002,1,FIRST CONSOLIDATED MORTGAGE
71061700007,7,1061700007,1,TOWN & COUNTRY CREDIT CORP
71075700003,7,1075700003,1,AURORA LOAN SERVICES
